Net generation for all sectors monthly
https://www.eia.gov/electricity/data/browser/#/topic/0?agg=2,0,1&fuel=vtvv&geo=g&sec=g&linechart=ELEC.GEN.ALL-US-99.M~ELEC.GEN.COW-US-99.M~ELEC.GEN.NG-US-99.M~ELEC.GEN.NUC-US-99.M~ELEC.GEN.HYC-US-99.M~ELEC.GEN.WND-US-99.M~ELEC.GEN.TSN-US-99.M~ELEC.GEN.PEL-US-99.M~ELEC.GEN.PC-US-99.M~ELEC.GEN.OOG-US-99.M~ELEC.GEN.SUN-US-99.M~ELEC.GEN.GEO-US-99.M~ELEC.GEN.BIO-US-99.M~ELEC.GEN.WWW-US-99.M~ELEC.GEN.WAS-US-99.M~ELEC.GEN.HPS-US-99.M~ELEC.GEN.OTH-US-99.M~ELEC.GEN.DPV-US-99.M&columnchart=ELEC.GEN.ALL-US-99.M~ELEC.GEN.COW-US-99.M~ELEC.GEN.NG-US-99.M~ELEC.GEN.NUC-US-99.M~ELEC.GEN.HYC-US-99.M~ELEC.GEN.WND-US-99.M&map=ELEC.GEN.ALL-US-99.M&freq=M&start=200101&end=201708&ctype=linechart&ltype=pin&rtype=s&maptype=0&pin=&rse=0
20:33:38 GMT-0800 (Pacific Standard Time)
Data source: U.S. Energy Information Administration
Month,United States : all fuels (utility-scale) thousand megawatthours,United States : coal thousand megawatthours,United States : natural gas thousand megawatthours,United States : nuclear thousand megawatthours,United States : conventional hydroelectric thousand megawatthours,United States : wind thousand megawatthours,United States : all solar thousand megawatthours,United States : petroleum liquids thousand megawatthours,United States : petroleum coke thousand megawatthours,United States : other gases thousand megawatthours,United States : all utility-scale solar thousand megawatthours,United States : geothermal thousand megawatthours,United States : biomass thousand megawatthours,United States : wood and wood-derived fuels thousand megawatthours,United States : other biomass thousand megawatthours,United States : hydro-electric pumped storage thousand megawatthours,United States : other thousand megawatthours,United States : small-scale solar photovoltaic thousand megawatthours
Mar 2004,308812.09552,154288.41916,49801.1869,63285.116,22914.28123,1291.224,,8098.08336,1633.75959,1291.70035,52.92945,1241.00414,4415.43476,3124.11746,1291.3173,-653.318,1152.27459,
Feb 2004,314279.90954,161503.09216,50319.87478,64101.949,20913.61671,1021.56897,,7701.04802,1664.77272,1193.54286,10.86173,1214.12345,4242.66708,3019.53798,1223.1291,-691.561,1084.35306,
Jan 2004,346545.62699,180657.42054,48253.37213,70806.16,22983.30588,999.44521,,13508.61138,1925.44938,1182.12678,12.60957,1294.77675,4580.85785,3317.86061,1262.99724,-768.241,1109.73254,
Dec 2003,331680.43,176291.473,44034.895,68611.699,24044.33,1104.881,,8039.851,1665.55,1440.613,4.251,1267.837,4690.10501,3274.77,1415.33501,-660.749,1145.69299,
Nov 2003,297866.711,158223.194,45327.919,59600.02,19715.265,961.432,,4938.633,1540.898,1451.497,14.031,1151.237,4403.93331,3118.975,1284.95831,-695.409,1234.05969,
Oct 2003,306740.933,159322.942,51824.169,60016.207,18428.423,897.161,,6969.911,1640.311,1291.247,35.436,1195.451,4419.6395,3138.891,1280.7485,-615.06,1315.0955,
Sep 2003,323135.534,164910.002,59089.943,63583.645,18480.455,895.054,,7114.339,1549.201,1309.402,55.857,1203.498,4382.54547,3079.38,1303.16547,-769.142,1330.73453,
Aug 2003,381816.319,185331.823,83249.694,69023.878,22972.03,815.429,,10836.052,1642.158,1284.07,61.992,1219.447,4693.18061,3309.866,1383.31461,-805.987,1492.55139,
Jul 2003,374396.05,181852.318,76938.278,69652.754,24843.095,953.396,,10541.883,1658.961,1292.084,62.407,1227.969,4765.31141,3361.136,1404.17541,-745.14,1352.73259,
Jun 2003,328693.698,162284.63,54452.951,64180.727,28586.3,1047.144,,9534.075,1465.488,1235.341,90.682,1222.791,4317.51494,3027.763,1289.75194,-762.338,1038.39106,
May 2003,307544.887,150262.977,49372.963,62201.96,29395.256,1006.383,,6840.638,1212.083,1309.998,67.962,1168.695,4229.6085,2928.286,1301.3225,-596.848,1073.2115,
Apr 2003,285755.699,141959.981,45195.383,56775.591,24758.962,1092.766,,7313.636,1267.017,1304.549,60.309,1166.455,4354.20332,3035.915,1318.28832,-545.625,1052.47168,
Mar 2003,304317.265,155001.775,46699.026,59933.261,24202.273,1036.104,,9346.787,875.596,1266.782,50.02709,1212.859,4419.67104,3080.074,1339.59704,-777.512,1050.61596,
Feb 2003,299248.777,156982.481,43546.573,60941.869,19779.86,745.375,,9740.466,1030,1131.543,17.83027,1130.352,4068.096,2904.744,1163.352,-758.887,893.218,
Jan 2003,341988.901,181313.153,50175.746,69211.084,20600.079,632.34,,11517.652,1124.455,1282.894,13.21701,1257.64,4597.27824,3269.296,1327.98224,-802.368,1065.73176,
Dec 2002,324833.705,172189.765,46100.393,68905.472,21668.54,755.194,,6859.153,1252.453,1025.279,4.307,1236.391,4500.99833,3222.474,1278.52433,-679.52,1015.27967,
Nov 2002,296289.561,156053.655,45160.876,61520.324,19730.029,655.946,,5173.562,1113.174,894.161,28.175,1189.364,4376.16259,3161.172,1214.99059,-666.344,1060.47641,
Oct 2002,307059.46,159099.294,54200.82,60493.052,17171.334,734.355,,6909.679,1206.3,907.601,30.956,1235.076,4558.80984,3345.97,1212.83984,-680.998,1193.18116,
Sep 2002,331279.434,165366.309,68161.131,64480.79,17086.782,735.828,,6670.143,1405.207,1053.312,52.608,1195.081,4598.40016,3312.99,1285.41016,-776.518,1250.36084,
Aug 2002,374585.819,179955.447,84476.867,70777.688,21083.924,976.691,,8193.733,1543.129,1116.718,74.925,1227.097,4765.33068,3369.114,1396.21668,-934.63,1328.89932,
Jul 2002,381542.107,183194.702,83917.269,70420.827,25470.647,890.455,,8507.232,1405.761,1071.146,85.537,1262.246,4818.20094,3440.225,1377.97594,-997.855,1495.93906,
Jun 2002,341023.144,164667.695,65631.018,66371.896,28212.847,1126.315,,6428.519,1367.341,1008.659,95.543,1150.799,4693.08905,3395.49,1297.59905,-863.077,1132.49995,
May 2002,307674.569,151406.401,50275.237,63032.192,26662.695,1077.641,,6664.442,1462.424,909.565,57.64,1215.874,4408.37183,3161.187,1247.18483,-538.788,1040.87417,
Apr 2002,289848.253,142304.595,49146.409,58437.062,24246.605,1024.417,,6534.567,1299.012,889.941,45.858,1114.735,4357.94746,3196.347,1161.60046,-584.772,1031.87654,
Mar 2002,302549.011,151485.651,51214.464,63040.647,21008.813,852.102,,6937.335,1280.041,903.928,44.397,1244.968,4212.56431,2960.789,1251.77531,-684.133,1008.23369,
Feb 2002,281825.712,143048.822,44308.431,61658.274,20191.683,713.932,,4388.474,1275.342,759.66,23.565,1132.195,3930.08226,2843.96,1086.12226,-586.188,981.43974,
Jan 2002,319941.476,164358.018,48412.832,70925.863,21794.932,811.402,,5433.717,1256.654,922.715,11.32,1287.483,4488.79697,3255.322,1233.47497,-750.105,987.84803,
Dec 2001,305496.328,157402.35,47540.861,67430.878,19346.314,615.657,,5484.242,1054.829,769.893,4.036,1190.232,4228.28102,2975.426,1252.85502,-622.574,1051.32898,
Nov 2001,278933.942,144116.998,44490.622,62341.711,15412.929,470.448,,5090.123,840.598,698.537,14.289,1157.17,4070.9283,2879.107,1191.8213,-810.802,1040.3907,
Oct 2001,294733.613,148930.816,56376.441,60460.967,15234.503,606.829,,5573.236,960.697,737.007,20.813,1161.727,4261.10365,3046.466,1214.63765,-615.247,1024.72035,
Sep 2001,306928.866,154158.317,60181.14,63378.451,15256.027,490.229,,6431.968,910.518,767.366,64.803,1139.01,4075.63147,2874.169,1201.46247,-928.405,1003.81053,
Aug 2001,370532.828,183116.073,78409.804,68389.496,18913.768,577.206,,13234.979,994.448,847.69,85.299,1167.238,4463.51124,3178.69,1284.82124,-714.613,1047.92876,
Jul 2001,357613.7,179060.41,73030.142,69166.04,18079.119,634.992,,10050.231,991.796,840.102,91.994,1178.533,4338.96222,3053.179,1285.78322,-870.786,1022.16478,
Jun 2001,327693.978,162615.804,57603.154,68023.098,20727.63,669.634,,10997.408,825.432,733.198,91.143,1087.828,4115.79797,2891.025,1224.77297,-773.65,977.50103,
May 2001,300491.621,151592.914,50934.205,61512.445,19175.635,635.029,,9641.073,748.916,784.555,81.053,1071.38,3950.67393,2739.933,1210.74093,-622.526,986.26807,
Apr 2001,278078.871,140670.654,45842.746,56003.026,18012.994,684.695,,10236.641,626.735,697.843,38.759,1094.991,4008.24619,2821.007,1187.23919,-795.915,957.45581,
Mar 2001,300706.544,155269.011,44364.414,62140.712,20477.189,532.12,,10981.23,751.776,769.181,31.498,1190.023,4041.58028,2852.54,1189.04028,-773.345,931.15472,
Feb 2001,282940.198,149735.484,37966.927,61272.407,17472.889,431.242,,9625.873,715.63,675.659,12.568,1073.044,3793.48155,2697.151,1096.33055,-706.956,871.94945,
Jan 2001,332493.16,177287.111,42388.663,68707.077,18852.048,389.25,,17300.012,811.83,718.442,6.5,1229.325,4399.85915,3191.212,1208.64715,-588.626,991.66885, 
