"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"2015F","OK","GECCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OK","GEICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OK","GERCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2","2","2","2","5","6","8","8","10","11","14","17","21","23","23","24","24","24","24"
"2015F","OK","HYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OK","HYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OK","LGISB","7649","7232","7557","8934","7828","7557","7769","7425","9279","21218","23818","16247","17635","15957","17614","19040","14367","13339","11431","13158","5752","10885","10865","14114","14014","7414","7325","9822","6255","22283","9579","8081","12992","8768","17181","29903","43742","2697","1764","1155","1038","1408","1212","947","1214","1209"
"2015F","OK","LGRFB","859","391","816","399","965","638","364","664","870","808","461","255","507","292","445","527","379","360","294","752","286","324","254","344","585","219","196","256","310","649","158","141","231","249","314","408","427","40","50","45","42","29","20","0","0","0"
"2015F","OK","LOTCB","136986","146128","167247","175809","188389","190415","199696","218671","235838","234609","254992","274516","288767","296648","278775","286655","273721","272593","281982","291504","328770","302800","291930","309527","316392","315447","334194","345275","369098","357705","389224","380357","370312","368208","373631","378601","381320","390234","389742","370822","403686","405286","393062","416750","421987","389570"
"2015F","OK","NGISB","73879","80246","76990","73262","98778","92550","139667","148724","149632","159860","147480","188249","173553","161069","175451","150632","143746","177037","158800","179206","185156","169623","166814","169268","186713","183636","193011","195218","187459","170695","153633","114227","120519","135597","139396","138351","151740","164658","187061","163400","172818","179438","170868","162324","161216","163481"
"2015F","OK","NGLPB","101566","104362","100621","80998","82782","79424","83386","78591","82381","129173","60053","58267","92413","82127","93276","89922","86121","107646","104718","92210","113913","89530","94948","101970","93396","82028","74689","81889","61953","59118","67511","68963","57457","68587","65655","65261","66993","68390","71828","66355","64653","67693","73859","80450","90700","96788"
"2015F","OK","NGPZB","23507","26699","25053","26309","24660","23614","26922","27763","19160","25546","22787","22539","29115","25453","28005","25815","21599","24469","28782","37285","26577","25414","26197","27162","26823","31081","34342","26283","24404","24325","21172","24161","24031","31318","31305","32383","32378","29298","28541","29821","31551","31859","33905","43293","48735","49135"
"2015F","OK","NGRFB","49829","50403","49785","48703","52186","49695","49895","46753","42862","40480","38856","12775","12723","9754","10602","8765","8052","12093","10395","10677","13987","13453","12064","13912","14169","13257","12544","12763","11965","10760","11933","9880","9418","11034","12109","12619","14868","16380","20760","19928","18801","19245","19114","24884","29693","29674"
"2015F","OK","P5RFB","50050","47673","45952","49081","47551","53884","51931","52463","52218","54204","52394","33141","29348","35481","30164","26884","29795","33763","39706","41532","42887","37398","44262","41890","41028","39978","45943","46249","41352","43413","41731","52547","49600","54218","53844","57259","58656","59282","52427","52696","56519","57667","59354","56044","51055","52308"
"2015F","OK","PCISB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","186","0","0","0","0","0"
"2015F","OK","PCRFB","13885","14578","9789","13012","11566","15632","14668","14819","14277","15632","15482","11896","10919","12743","10102","9425","10405","10490","10872","11579","12265","12093","12922","13480","10057","9989","10135","9930","10611","11221","11526","11089","11441","11758","11605","12535","11764","11131","10607","10946","11481","11706","12282","11241","9921","10694"
"2015F","OK","RFISB","2297","98","3843","5104","3802","1923","2240","2020","2189","3674","3883","3666","3113","2117","1175","661","1468","1388","2804","1456","2175","579","2203","2879","2108","1048","767","800","144","186","868","832","1319","2598","3705","1357","1488","785","2563","1815","3248","3604","3793","3218","3016","1951"
"2015F","OK","RFRFB","704","2125","258","497","233","428","453","1056","2659","107","528","972","1128","1119","985","663","958","589","1286","657","870","383","1368","1512","1301","1020","858","829","485","512","621","1315","1504","406","138","35","58","33","78","104","157","79","45","13","19","13"
"2015F","OK","SFCCB","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OK","SFINB","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OK","SFRCB","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OK","SOCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","7","7","7"
"2015F","OK","SOICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OK","SORCB","","","","","","","","","","","","","","","","","","","","87","89","89","89","89","88","86","83","79","79","73","63","53","44","35","27","21","20","22","24","25","26","28","31","41","42","49"
"2015F","OK","TEPFB","370959","384955","400414","393195","407820","409662","425590","439582","452889","503838","442141","412719","465844","461857","454643","451682","432062","463426","479557","483043","537248","478962","480465","506744","504081","490780","514282","523270","518761","505888","541691","546567","519849","541480","548059","555017","562967","572113","572375","550642","585443","592512","589304","634831","655803","630209"
"2015F","OK","TERFB","104489","103395","99336","101910","104112","107987","106452","104670","102431","99042","95749","48378","45040","47744","43217","37847","40244","47828","52706","54573","59067","52590","58998","58755","58142","55522","60633","61282","55323","56506","55668","65136","61981","67124","67761","71811","75609","77345","74996","74514","77262","78862","80604","86189","86167","87457"
"2015F","OK","TETCB","939390","965829","1019377","1024365","1064255","1070307","1162981","1225142","1266942","1322984","1214699","1249477","1318677","1317529","1323164","1298478","1203627","1257209","1291642","1325431","1382845","1316160","1330522","1390025","1394871","1369241","1429206","1434798","1437191","1418582","1474596","1495426","1447389","1476512","1465573","1516856","1556896","1571954","1582444","1492929","1579866","1585131","1561802","1620121","1681585","1630870"
"2015F","OK","TNSCB","568431","580874","618964","631172","656437","660644","737390","785560","814055","819146","772559","836757","852832","855671","868520","846797","771567","793784","812085","842388","845597","837196","850057","883281","890792","878460","914925","911527","918430","912693","932904","948861","927540","935033","917514","961840","993929","999842","1010068","942287","994424","992619","972498","985288","1025783","1000662"
"2015F","OK","WDRSB","2368","2203","2249","2183","2243","2620","2891","3261","4280","5259","1095","1147","2202","1274","2085","2147","1956","2353","2512","2539","1737","1821","1911","2611","2478","2478","2574","1231","1094","1123","1209","1120","1137","1197","1227","1241","1101","1216","1361","2152","1878","1921","1793","2476","2521","1878"
"2015F","OK","WDRXB","3789","3525","3599","3493","3588","4192","4626","5218","6848","8415","1752","1835","3523","2038","3335","3436","3130","3766","4019","4063","2706","2836","2976","4067","3860","3860","4008","1918","1704","1749","1884","1745","1771","1864","1911","1933","1714","1895","2120","3351","2926","2992","2793","3857","3926","2925"
"2015F","OK","WWCSB","45","41","43","41","42","50","55","62","81","100","27","28","50","29","47","51","57","80","88","206","190","198","209","351","337","340","353","206","180","189","202","197","202","210","205","199","185","196","207","304","300","289","253","293","301","329"
"2015F","OK","WWCXB","71","66","68","66","68","79","87","99","130","160","43","44","80","46","75","82","92","128","141","329","296","309","326","547","524","529","550","320","280","294","315","307","314","327","320","310","288","306","323","473","467","450","394","457","469","512"
"2015F","OK","WWISB","154","218","1256","1290","1181","1106","1237","1279","1708","1929","1518","1602","1550","1751","1786","1779","1965","1956","2035","15177","10663","10509","9255","10744","12042","15103","16011","15371","15555","13300","14635","14895","13285","15544","15369","18150","19202","17466","3995","6802","16349","15844","18628","19390","17726","16436"
"2015F","OK","WWIXB","551","779","4489","4610","4220","3951","4421","4569","6101","6894","6765","7140","6907","7802","7960","7926","7155","6996","7210","2992","5829","5392","5001","4625","4854","2226","5781","6221","5919","6116","5851","5841","3933","4008","7440","4687","4634","4610","4785","5260","4848","5317","4627","3764","3745","3741"
"2015F","OK","WYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OK","WYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","CLOSB","2302","2385","1546","1769","2970","2369","5394","4777","4267","4314","3769","5903","2768","3856","3271","3038","2890","3610","2993","1483","1423","1872","2308","2223","2856","2797","1926","1949","752","0","0","0","1122","1503","1408","209","2667","2329","1688","1933","1860","1839","1744","1982","2534","2364"
"2015F","OR","CLRFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","COICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","DFISB","18378","19739","23623","23928","17911","15343","17926","21120","20645","22338","22830","19014","16938","18641","22111","14330","14641","15030","15792","17081","14776","13282","15081","21020","18831","20695","14860","16373","15320","15822","20962","17572","17159","11657","12898","10729","10787","9687","12446","12065","11671","14694","14578","11730","14254","14393"
"2015F","OR","DFRFB","1502","927","1142","0","0","1122","0","0","437","882","425","0","85","219","0","87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","EMLCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","829","4163","3188","2290","2224","2139","2228","2263","2190"
"2015F","OR","ESISB","29225","29621","27853","32749","36362","39765","48135","43724","43311","44434","43373","52462","37755","37007","48605","35416","37511","45072","46516","50883","52880","52193","51600","51222","51425","54043","58102","57594","49952","48129","55798","44644","41954","40809","40786","43277","44325","44757","44169","40129","39949","40818","40963","41659","43177","44185"
"2015F","OR","ESRFB","1904","2000","1979","0","0","2552","0","0","3170","3368","3873","0","2667","2616","0","2392","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","GECCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","233","237","239","240","238","240","229","251","249","308","325","358","408","423","488","510","554","544","534","507","556","596","739","676","676","676","676"
"2015F","OR","GEICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","81","81","81","81","81","81","81","81","81","146","146","180","190","135","151","171","175","187","195","163","167","167","166","166","166","166"
"2015F","OR","GERCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66","74","81","89","95","88","94","100","106","110","222","259","273","273","278","269","272","275","291","303","342","350","381","390","390","390","390"
"2015F","OR","HYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","HYICB","805","626","87","103","416","412","283","339","161","305","293","295","295","297","295","295","295","294","292","56","0","63","26","21","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","LGISB","691","669","572","867","1284","752","1007","1036","914","1976","1737","1362","1511","988","1750","1965","3052","2967","3634","3657","2691","2936","2770","3009","2163","3035","3492","1317","722","1832","1851","609","1128","542","1696","578","612","751","1897","1729","1605","1749","1800","1704","1620","1670"
"2015F","OR","LGRFB","103","143","333","0","0","295","0","0","284","404","494","0","376","378","0","619","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","LOTCB","211701","224253","227690","238823","252782","272561","285541","279625","297485","311723","310230","300781","280676","270657","296192","280912","268417","284801","296987","327829","328748","333345","329102","338978","344377","351205","348921","354506","334891","342623","364357","319098","306128","309638","278699","309597","325838","313220","310343","294381","284334","307158","289588","293562","292467","268517"
"2015F","OR","NGISB","51632","52538","55514","63999","57612","50993","50370","44660","41463","43262","33013","41387","29222","28600","40870","35527","32139","37703","40686","45331","50000","56741","60754","63077","65469","71970","91577","94968","107905","114495","78655","71885","72298","67995","72297","72157","72596","71074","70498","58782","56263","58244","58795","57872","58131","56578"
"2015F","OR","NGLPB","0","0","0","0","0","33","31","39","31","31","0","0","0","0","0","124","134","134","118","61","95","62","71","123","100","68","42","0","0","0","51","43","41","43","27","22","25","24","27","27","31","40","45","44","43","32"
"2015F","OR","NGPZB","5756","7120","10371","9236","7622","8194","9133","9028","9093","9659","5880","3808","3562","3126","2782","4723","3570","8199","8237","8830","9219","9090","7072","5075","6056","7579","8285","13111","14012","10860","12143","11308","9349","7148","9790","7526","8532","9846","7537","8279","6445","5156","4656","4134","3805","4695"
"2015F","OR","NGRFB","8627","9435","9877","0","0","8575","0","0","8396","8311","8000","0","4539","4836","0","3382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","P5RFB","932","867","1373","0","0","991","0","0","980","1026","984","0","635","822","0","683","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","PCISB","6133","7630","8185","7170","5816","6480","6017","8013","6713","4824","4089","8654","6607","3450","3097","3355","6158","9856","9961","8952","8944","7822","11325","3268","3952","3739","3939","2743","8612","14200","6052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","PCRFB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","RFISB","21162","25046","30799","33472","29322","13252","14507","13858","9209","5215","13023","11006","18458","3652","13589","9776","13535","9911","10099","2281","2810","2178","3130","4200","2598","2043","840","1044","873","903","870","840","2981","2298","1898","1673","2943","2063","1384","1010","604","1024","688","748","378","399"
"2015F","OR","RFRFB","5351","4134","5311","0","0","5116","0","0","4667","2949","2870","0","3428","1738","0","780","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","SFCCB","","","","","","","","","","","0","0","6","1","1","2","3","2","1","1","1","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","SFINB","","","","","","","","","","","0","0","12","2","3","3","5","5","3","1","1","2","1","2","1","1","1","1","1","1","1","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","SFRCB","","","","","","","","","","","0","0","7","1","2","2","3","3","2","1","1","1","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","SOCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","2","2","2","3","5","11","22","93","166","261","285","362","362","393","381"
"2015F","OR","SOICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","3","5","10","13","19","20","23","34"
"2015F","OR","SORCB","","","","","","","","","","","","","","","","","","","","282","314","352","377","413","463","514","571","599","621","645","631","652","659","674","678","739","866","1035","1150","1211","1282","1374","1477","1566","1665","1783"
"2015F","OR","TEPFB","276318","290484","297615","288488","300080","340005","341492","338130","378015","391427","393277","369227","358187","355085","372220","366897","345008","366120","380727","373503","360653","364506","355651","363422","369705","376921","379358","389903","370770","376247","399058","354030","334368","336336","311296","333831","349141","339870","338572","328179","311970","334264","315502","320222","319173","293508"
"2015F","OR","TERFB","18420","17506","20014","0","0","18650","0","0","17934","16941","16647","0","11730","10608","0","7943","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","TETCB","752937","796894","837453","854981","837621","867668","885944","885127","951181","977195","945091","939079","906001","868066","936568","913961","895547","940534","991107","999600","978196","1009710","1002007","1020200","1033820","1041401","1085606","1096766","1108073","1133341","1117240","1028063","1023690","1001810","999875","1036339","1071971","1062494","1047412","1013335","974381","1001320","973764","990705","987119","956692"
"2015F","OR","TNSCB","476619","506410","539838","566493","537541","527663","544452","546997","573166","585767","551814","569851","547838","512984","564355","547069","550550","574423","610386","626100","617545","645208","646358","656781","664116","664483","706249","706865","737305","757096","718183","674034","689325","665477","688580","702508","722829","722624","708839","685156","662411","667057","658262","670483","667946","663184"
"2015F","OR","WDRSB","2872","2732","2528","2298","2319","3054","3473","3962","4085","4933","1938","2391","2173","2655","3211","3308","3013","3799","4054","4099","3288","3447","3616","4393","4170","4170","4330","3689","3278","3365","3623","5921","6010","6327","6485","4170","3699","4088","4575","6699","5849","5982","5583","7710","7848","5847"
"2015F","OR","WDRXB","6330","6022","5573","5064","5111","6732","7655","8732","9004","10873","4270","5269","4789","5851","7078","7291","6642","8373","8936","9034","4522","4741","4974","6042","5735","5735","5955","5074","4509","4627","4983","8143","8266","8701","8919","5735","5087","5622","6291","9213","8044","8226","7678","10603","10794","8041"
"2015F","OR","WWCSB","54","51","48","44","44","58","66","75","78","94","48","57","49","60","72","79","88","129","143","1680","1172","1208","976","1282","566","572","594","616","538","566","606","1042","1067","1111","1086","669","621","769","921","1151","1150","1119","1031","1148","1191","1312"
"2015F","OR","WWCXB","119","113","105","96","97","128","145","166","171","206","106","127","108","133","159","173","195","285","314","737","810","803","757","1002","779","786","817","848","740","779","833","1433","1467","1528","1494","920","854","934","1003","1349","1317","1274","1083","1255","1289","1408"
"2015F","OR","WWISB","14422","15141","14677","15281","14797","14468","16818","17469","19178","18115","23304","24596","23794","26876","27419","27304","31155","31022","32273","34428","24209","23024","16375","13917","15999","16869","19341","20394","14618","10300","14279","17045","16503","10487","15414","18620","21857","23051","19150","16086","18429","16259","22161","26762","25710","31546"
"2015F","OR","WWIXB","33188","34843","33776","35166","34051","33296","38703","40202","44135","41689","55851","58947","57027","64413","65714","65437","65755","64035","65844","26294","16553","15649","12863","11354","11775","10628","14335","15328","15497","16018","15295","12489","7570","7700","10757","8290","6935","7325","6959","9298","6842","7228","7223","5215","5198","5194"
"2015F","OR","WYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","OR","WYICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","PA","CLOSB","199422","168782","139984","146112","141175","138165","117390","106846","111219","124226","113345","94921","87582","95804","115669","96193","100062","103971","101020","102534","101264","100356","103562","106968","100522","100101","110651","111743","88972","88940","85361","81278","75008","72965","78815","67259","63021","58323","58154","49092","50913","47078","38463","38145","36540","35028"
"2015F","PA","CLRFB","9150","8000","7020","6832","4075","3186","3444","3130","2804","3737","2676","7253","1879","1159","1352","1366","1468","1142","997","944","668","1130","1126","1137","1067","1120","1277","1284","276","290","268","315","250","275","323","531","326","326","321","309","331","488","434","442","350","378"
"2015F","PA","COICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","PA","DFISB","55242","54356","56563","64641","63621","60889","70820","78724","71298","88476","63267","57197","49902","35476","41314","36823","42061","51086","45480","40806","43389","35786","41925","37657","33110","24834","25652","24026","23383","29113","32063","34117","29995","27657","30923","32085","42278","45346","50660","31703","34036","40619","45446","50225","57244","51068"
"2015F","PA","DFRFB","4147","3274","3180","2767","2563","3379","2464","2080","1998","291","1555","1524","2056","862","1425","654","736","204","119","193","232","314","473","248","238","730","316","298","274","177","384","781","580","757","761","969","44","44","62","64","64","80","12","6","0","87"
"2015F","PA","EMLCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5773","6117","5740","5978","6070","5875"
"2015F","PA","ESISB","129166","131723","141074","153386","152823","136655","144345","148738","152046","158948","152667","156034","134900","137498","146943","142414","139820","147149","154933","153629","154330","148548","149158","149448","153241","158188","157406","160324","162540","153293","151353","157338","156542","155341","156649","155868","157367","158892","156963","141042","149322","162270","158426","159095","160568","156284"
"2015F","PA","ESRFB","3879","4238","4419","4251","3630","4111","4453","4255","4732","4633","4439","2953","2536","2555","3394","2665","3552","2943","3012","3037","2595","4065","3936","3919","3969","3977","3666","3666","4015","3861","3717","4334","4128","4250","5965","7737","6138","6860","7260","7557","5780","6915","5482","4828","4292","5459"
"2015F","PA","GECCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","21","39","58","75","96","113","146","163","216","216","216","230","251","344","389","456","487","517","555","640","722","924","816","816","816","816"
"2015F","PA","GEICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","PA","GERCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","164","182","197","212","226","208","222","235","252","261","295","295","314","342","445","483","553","641","776","926","1150","1296","1257","1347","1347","1347","1347"
"2015F","PA","HYCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","PA","HYICB","125","66","8","9","9","10","8","3","7","8","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015F","PA","LGISB","8906","9443","10969","12023","11795","12511","13103","14092","16517","24380","18962","18263","16978","15354","19729","16001","20972","20003","10799","13002","10468","13513","18615","7611","6354","5717","6827","4451","4196","4148","6094","8215","7464","17444","16584","21461","25283","23943","29743","27146","26635","29146","23876","20015","20538","19312"
"2015F","PA","LGRFB","45","22","278","15","22","26","15","22","14","69","69","608","343","500","581","397","255","244","567","920","862","483","418","264","362","305","197","74","157","74","158","261","172","945","1220","2159","846","488","156","61","120","0","0","14","0","0"
"2015F","PA","LOTCB","624182","646777","683978","729043","737738","718067","752237","779267","806127","819205","817574","805882","763034","775706","789298","782659","784802","809104","852846","897177","858753","870896","855402","900623","932902","970276","984049","964792","977207","981798","1043630","993441","1063898","1049504","1077033","1102478","1068688","1106673","1107614","1022023","1047351","1033406","1000621","1010540","1012514","997658"
"2015F","PA","NGISB","328175","336425","355429","338862","298839","249106","260411","243475","241114","294576","319296","328887","260067","237897","239716","226016","202005","227272","229284","242330","235230","228010","234350","239322","234125","247702","239117","234120","226842","227024","221455","195149","199072","193198","186778","170544","177120","182966","182297","159961","194749","184039","181808","213156","237053","240238"
"2015F","PA","NGLPB","2325","2499","2941","2823","1688","1804","3119","3277","2180","2949","1349","1615","3370","3646","5415","4731","4885","6008","5162","4961","6269","3625","3503","4298","3369","3178","3411","2355","1768","4091","5505","6055","6647","4679","4855","5020","6652","5823","7664","12844","21446","49634","85932","131091","170604","182557"
"2015F","PA","NGPZB","27546","28820","28465","23192","21420","18140","22114","23725","24987","26768","30135","34501","32040","30055","35675","34130","34218","37339","38322","28448","35749","35326","39940","37634","39328","39205","42027","40554","33714","37914","39834","34821","38544","34900","30127","31913","28466","36194","38674","43066","49213","53244","38811","39722","44229","45202"
"2015F","PA","NGRFB","20727","22756","21708","20490","19381","18891","19896","14169","14215","21577","23339","10158","7878","11186","11461","7997","7457","7230","7565","9836","9385","11479","10908","11108","10773","10508","12040","11838","11904","13134","16610","13352","14734","10344","16236","21962","18705","14911","15242","20263","12612","23443","27164","13055","11988","13058"
"2015F","PA","P5RFB","65433","63882","65544","66444","69191","71914","72182","74296","73817","72463","66809","42376","49653","69569","61491","57348","64169","71193","82563","83108","82851","73343","88018","74879","79520","84641","74730","91403","85012","86877","78909","95090","91160","98760","100722","103892","102597","103355","95724","98711","95012","86459","65111","72406","69808","71265"
"2015F","PA","PCISB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6654","8650","1151","1846","2410","3374","249","2471","2471","2943","3081","3934","3127","3443","2921","3718","3566","3120","2918","2451","285","1430","3029","3007","3171","3074"
"2015F","PA","PCRFB","14909","16837","16084","14699","19186","18343","20180","19548","17831","17831","18433","13945","19250","30234","22968","24642","27339","26842","27063","25960","25222","26757","30206","28828","27654","30019","24204","25586","31123","32139","29973","29727","29704","31038","33657","33171","28728","31833","32473","35567","26574","19405","21466","20181","21860","22350"
"2015F","PA","RFISB","122171","134363","138178","144758","128663","94768","111549","121277","93224","71957","37620","35556","41370","20121","25752","15003","26094","29697","23249","29012","30711","20221","20549","20362","20171","12892","15486","10882","8588","7717","8437","4802","5448","10238","9789","8096","8416","6810","5981","4319","3992","4315","1249","799","474","446"
"2015F","PA","RFRFB","48410","38200","37112","42997","49504","43173","47423","52434","52214","45889","35025","13341","10121","4322","7618","1495","6001","5179","4636","5965","5339","7698","5596","6330","5379","5266","5209","3117","5365","4249","4101","5259","2824","3036","2269","3943","2326","1360","588","398","280","60","38","75","19","119"
"2015F","PA","SFCCB","","","","","","","","","","","508","1847","1099","746","17","45","41","49","53","64","47","47","28","23","54","16","61","30","18","27","60","26","23","30","29","30","27","31","26","41","1","0","0","0","3","4"
"2015F","PA","SFINB","","","","","","","","","","","1438","4765","2281","1567","32","88","72","97","96","117","87","87","50","42","92","28","95","50","31","44","94","38","35","39","40","39","39","40","35","49","1","0","0","1","5","7"
"2015F","PA","SFRCB","","","","","","","","","","","1237","4105","2385","1633","35","95","90","108","113","131","89","92","56","46","104","29","109","55","30","46","108","45","40","53","51","51","42","49","42","64","1","1","0","1","5","6"
"2015F","PA","SOCCB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2","3","4","4","4","32","299","747","941","951","1074","1049"
"2015F","PA","SOICB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","9","101","354","490","548","599","631"
"2015F","PA","SORCB","","","","","","","","","","","","","","","","","","","","426","445","451","460","463","484","495","514","508","489","466","436","407","396","364","401","426","486","542","599","660","939","1209","1374","1504","1548","1588"
